model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,margin,radius_change
shape_refinement/old_family,0.995,16.0,0.56,0.32,0.32,21.903196380863925,5.484926841930105e-06,21.903190895937083,1.1892914024680962e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.0,18.662026807204946,5.463147698020686e-06,18.662021344057248,1.1918060299332003e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.08,18.78071284134183,5.465832313124609e-06,18.780707375509518,1.1864818805767468e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.16,19.150188047497902,5.472560728750775e-06,19.150182574937173,1.1908147671124243e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.24,19.722749762275456,5.480695876952008e-06,19.72274428157958,1.1840912575659776e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.32,20.200207445329657,5.4879793892572264e-06,20.200201957350266,1.2053441847286481e-06
shape_refinement/old_family,0.995,16.0,0.56,0.4,0.4,19.85161426844743,5.492937923311166e-06,19.851608775509508,1.187487302947543e-06
shape_refinement/old_family,0.995,16.0,0.56,0.48,0.0,17.010236725512147,5.457360670608402e-06,17.010231268151475,1.1909663287242739e-06
shape_refinement/old_family,0.995,16.0,0.56,0.48,0.08,17.151656287611765,5.460761936691714e-06,17.151650826849828,1.1867973854337643e-06
shape_refinement/old_family,0.995,16.0,0.56,0.48,0.16,17.545582231113688,5.469090197031707e-06,17.54557676202349,1.19600016111394e-06
shape_refinement/old_family,0.995,16.0,0.56,0.48,0.24,18.08439676691752,5.479023006392785e-06,18.084391287894515,1.2003000122775098e-06
shape_refinement/old_family,0.995,16.0,0.56,0.48,0.32,18.566463805459136,5.488083982503455e-06,18.566458317375155,1.1853004229120505e-06
shape_refinement/old_family,0.995,16.0,0.56,0.48,0.4,18.69754323037632,5.4947607733397765e-06,18.697537735615544,1.1850704934938097e-06
shape_refinement/old_family,0.995,16.0,0.56,0.56,0.0,17.903652347811345,5.449036470674967e-06,17.903646898774873,1.1763485971982843e-06
shape_refinement/old_family,0.995,16.0,0.56,0.56,0.08,18.04966767507092,5.45323810348235e-06,18.04966222183282,1.1924758988356372e-06
shape_refinement/old_family,0.995,16.0,0.56,0.56,0.16,18.42589373957621,5.463109876206669e-06,18.425888276466335,1.1886767785818267e-06
shape_refinement/old_family,0.995,16.0,0.56,0.56,0.24,18.867930518874484,5.474557530382179e-06,18.867925044316955,1.1904635357495863e-06
shape_refinement/old_family,0.995,16.0,0.56,0.56,0.32,19.1621576134691,5.4850544077763715e-06,19.16215212841469,1.18713476259095e-06
shape_refinement/old_family,0.995,16.0,0.64,0.0,0.0,29.2290948319699,5.466470373527853e-06,29.229089365499526,1.220410315311239e-06
shape_refinement/old_family,0.995,16.0,0.64,0.08,0.0,29.45048519853905,5.466201670640758e-06,29.450479732337378,1.2146271122391393e-06
shape_refinement/old_family,0.995,16.0,0.64,0.08,0.08,29.233199830864628,5.466068803868567e-06,29.233194364795825,1.2088947778526587e-06
shape_refinement/old_family,0.995,16.0,0.64,0.16,0.0,30.620837741035345,5.465267350965013e-06,30.620832275767995,1.1896466756688693e-06
shape_refinement/old_family,0.995,16.0,0.64,0.16,0.08,29.786082049572105,5.465525940481518e-06,29.786076584046164,1.1962250192370965e-06
shape_refinement/old_family,0.995,16.0,0.64,0.16,0.16,28.83931445018032,5.466092293629898e-06,28.839308984088028,1.1926903381753084e-06
shape_refinement/old_family,0.995,16.0,0.64,0.24,0.0,32.6552934133382,5.463330025247406e-06,32.65528795000817,1.1775554250572932e-06
shape_refinement/old_family,0.995,16.0,0.64,0.24,0.08,31.36329059612458,5.464196143188212e-06,31.363285131928436,1.1968213574235465e-06
shape_refinement/old_family,0.995,16.0,0.64,0.24,0.16,28.97315900538802,5.466428090081703e-06,28.97315353895993,1.180365312639934e-06
shape_refinement/old_family,0.995,16.0,0.64,0.24,0.24,27.289617115866204,5.469124286049854e-06,27.289611646741918,1.1851476672088164e-06
shape_refinement/old_family,0.995,16.0,0.64,0.32,0.0,33.92049835589124,5.459964850088762e-06,33.92049289592639,1.192651276166593e-06
shape_refinement/old_family,0.995,16.0,0.64,0.32,0.08,32.550316290735125,5.46161252252188e-06,32.5503108291226,1.1894077520949888e-06
shape_refinement/old_family,0.995,16.0,0.64,0.32,0.16,29.506540532907426,5.46588079640145e-06,29.50653506702663,1.1931900879311675e-06
shape_refinement/old_family,0.995,16.0,0.64,0.32,0.24,26.517195584478152,5.471252063320468e-06,26.51719011322609,1.2004561635126263e-06
shape_refinement/old_family,0.995,16.0,0.64,0.32,0.32,24.37265591569605,5.476187460281096e-06,24.37265043950859,1.1915965654318086e-06
shape_refinement/old_family,0.995,16.0,0.64,0.4,0.0,32.772836381588036,5.454806370180451e-06,32.772830926781666,1.192141195433251e-06
shape_refinement/old_family,0.995,16.0,0.64,0.4,0.08,31.655146760954118,5.457390457605453e-06,31.65514130356366,1.1911719207991467e-06
shape_refinement/old_family,0.995,16.0,0.64,0.4,0.16,28.934587827535907,5.463913440438563e-06,28.934582363622468,1.190757128070444e-06
shape_refinement/old_family,0.995,16.0,0.64,0.4,0.24,25.792167810480304,5.471972543078162e-06,25.79216233850776,1.1854373475388777e-06
shape_refinement/old_family,0.995,16.0,0.64,0.4,0.32,22.987391507926237,5.479534172577453e-06,22.987386028392063,1.1862480200927784e-06
shape_refinement/old_family,0.995,16.0,0.64,0.4,0.4,20.82416197428487,5.485239535979549e-06,20.824156489045333,1.1825333849837785e-06
shape_refinement/old_family,0.995,16.0,0.64,0.48,0.0,29.1609680698994,5.447668436365883e-06,29.160962622230965,1.1849559096270893e-06
shape_refinement/old_family,0.995,16.0,0.64,0.48,0.08,28.46926564957369,5.451379032171068e-06,28.469260198194657,1.1906680488678962e-06
shape_refinement/old_family,0.995,16.0,0.64,0.48,0.16,26.705933638927526,5.460275062426238e-06,26.705928178652464,1.1865704328550509e-06
shape_refinement/old_family,0.995,16.0,0.64,0.48,0.24,24.46808383793,5.470801410057335e-06,24.46807836712859,1.1886534313531269e-06
shape_refinement/old_family,0.995,16.0,0.64,0.48,0.32,22.126273380493714,5.480602033021293e-06,22.12626789989168,1.1870612869254659e-06
shape_refinement/old_family,0.995,16.0,0.64,0.56,0.0,25.306609146273047,5.438607496964348e-06,25.30660370766555,1.1941798076176376e-06
shape_refinement/old_family,0.995,16.0,0.64,0.56,0.08,25.044199965889913,5.443788590599449e-06,25.04419452210132,1.1987797294322048e-06
shape_refinement/old_family,0.995,16.0,0.64,0.56,0.16,24.335005585020138,5.4551007701315575e-06,24.33500012991937,1.1931711960850434e-06
shape_refinement/old_family,0.995,16.0,0.64,0.56,0.24,23.313638964695915,5.467655280927882e-06,23.313633497040634,1.1927581083338378e-06
shape_refinement/old_family,0.995,16.0,0.64,0.64,0.0,25.566694230052082,5.427928204464601e-06,25.566688802123878,1.1932996710510977e-06
shape_refinement/old_family,0.995,16.0,0.64,0.64,0.08,25.448609185511422,5.435387730463858e-06,25.44860375012369,1.182595338259641e-06
shape_refinement/old_family,0.995,16.0,0.64,0.64,0.16,25.07087069228944,5.448964256642584e-06,25.070865243325184,1.2023458885118355e-06
shape_refinement/old_family,0.995,16.0,0.72,0.0,0.0,35.612830376917806,5.464510833679534e-06,35.61282491240697,1.1848398763785876e-06
shape_refinement/old_family,0.995,16.0,0.72,0.08,0.0,36.850000803711985,5.4636664391541784e-06,36.849995340045545,1.183928831046219e-06
shape_refinement/old_family,0.995,16.0,0.72,0.08,0.08,35.28286856095837,5.462945961993814e-06,35.282863098012406,1.1864450813839163e-06
shape_refinement/old_family,0.995,16.0,0.72,0.16,0.0,41.335837391725946,5.46117092534451e-06,41.33583193055502,1.1913785622879318e-06
shape_refinement/old_family,0.995,16.0,0.72,0.16,0.08,37.27366762453278,5.460821689666035e-06,37.27366216371109,1.186964114081666e-06
shape_refinement/old_family,0.995,16.0,0.72,0.16,0.16,33.937446465953144,5.459795600149033e-06,33.93744100615754,1.193153393373087e-06
shape_refinement/old_family,0.995,16.0,0.72,0.24,0.0,48.486657472960225,5.457113436795438e-06,48.486652015846786,1.1881420299174068e-06
shape_refinement/old_family,0.995,16.0,0.72,0.24,0.08,43.1334223736149,5.457382554942551e-06,43.13341691623234,1.1971098681429268e-06
shape_refinement/old_family,0.995,16.0,0.72,0.24,0.16,35.18194725279914,5.458131819277668e-06,35.181941794667324,1.1979034139123976e-06
shape_refinement/old_family,0.995,16.0,0.72,0.24,0.24,30.978467557794882,5.459164510328701e-06,30.978462098630374,1.1881215673951145e-06
shape_refinement/old_family,0.995,16.0,0.72,0.32,0.0,54.8266053198263,5.45158371580181e-06,54.82659986824258,1.1966709772897117e-06
shape_refinement/old_family,0.995,16.0,0.72,0.32,0.08,49.52422994404232,5.4527266002224735e-06,49.52422449131572,1.1920381790105965e-06
shape_refinement/old_family,0.995,16.0,0.72,0.32,0.16,39.31317518755639,5.455844206586281e-06,39.313169731712186,1.191369905266803e-06
shape_refinement/old_family,0.995,16.0,0.72,0.32,0.24,30.90761309663112,5.460132928044468e-06,30.90760763649819,1.1840229756001788e-06
shape_refinement/old_family,0.995,16.0,0.72,0.32,0.32,26.450428796192472,5.464588001608803e-06,26.450423331604473,1.196080414162746e-06
shape_refinement/old_family,0.995,16.0,0.72,0.4,0.0,56.64057490197281,5.444640322736851e-06,56.64056945733249,1.1855848501595465e-06
shape_refinement/old_family,0.995,16.0,0.72,0.4,0.08,52.309498962463145,5.446957836718672e-06,52.30949351550531,1.1905921505258037e-06
shape_refinement/old_family,0.995,16.0,0.72,0.4,0.16,42.61382258418663,5.452933411943797e-06,42.613817131253214,1.1899907855783922e-06
shape_refinement/old_family,0.995,16.0,0.72,0.4,0.24,32.72927905193608,5.460616675985059e-06,32.729273591319405,1.1943104444899837e-06
shape_refinement/old_family,0.995,16.0,0.72,0.4,0.32,25.406582508666755,5.468279341590316e-06,25.406577040387415,1.1954377677695986e-06
shape_refinement/old_family,0.995,16.0,0.72,0.48,0.0,52.447620489840844,5.436331335704532e-06,52.44761505350951,1.199402041758229e-06
shape_refinement/old_family,0.995,16.0,0.72,0.48,0.08,49.414270020478234,5.4402895414967004e-06,49.41426458018869,1.1950052651995918e-06
shape_refinement/old_family,0.995,16.0,0.72,0.48,0.16,42.05350397035209,5.449496239484535e-06,42.05349852085585,1.1960117888216082e-06
shape_refinement/old_family,0.995,16.0,0.72,0.48,0.24,33.539209997244484,5.460279217400256e-06,33.539204536965265,1.1848284743462355e-06
shape_refinement/old_family,0.995,16.0,0.72,0.56,0.0,43.8903930054288,5.426759312937081e-06,43.89038757866948,1.1899968681633318e-06
shape_refinement/old_family,0.995,16.0,0.72,0.56,0.08,42.12327732488624,5.433359887981526e-06,42.12327189152635,1.1836446683478815e-06
shape_refinement/old_family,0.995,16.0,0.72,0.56,0.16,37.6463449057282,5.4458981643680285e-06,37.64633945983004,1.1864848556863925e-06
shape_refinement/old_family,0.995,16.0,0.72,0.64,0.0,35.536193895731685,5.416149999475427e-06,35.53618847958169,1.186770063204632e-06
shape_refinement/old_family,0.995,16.0,0.72,0.64,0.08,34.75869016556672,5.428034837784165e-06,34.75868473753188,1.18719441770429e-06
shape_refinement/old_family,0.995,16.0,0.72,0.72,0.0,33.86041165388584,5.418065687403632e-06,33.86040623582015,1.1954371442732768e-06
shape_refinement/old_family,0.995,16.0,0.8,0.0,0.0,41.26523476088789,5.461328887352432e-06,41.265229299559,1.187641235968964e-06
shape_refinement/old_family,0.995,16.0,0.8,0.08,0.0,44.426340389332246,5.460018959025223e-06,44.426334929313285,1.190285943561207e-06
shape_refinement/old_family,0.995,16.0,0.8,0.08,0.08,40.61650968704451,5.4588032784482265e-06,40.61650422824123,1.1850571584130835e-06
shape_refinement/old_family,0.995,16.0,0.8,0.16,0.0,54.72810394891419,5.456222515294175e-06,54.72809849269167,1.1945869099788275e-06
shape_refinement/old_family,0.995,16.0,0.8,0.16,0.08,44.755092122065065,5.45529899626465e-06,44.75508666676607,1.186206849107831e-06
shape_refinement/old_family,0.995,16.0,0.8,0.16,0.16,38.3672571038238,5.4526991686724805e-06,38.36725165112463,1.1922201301185977e-06
shape_refinement/old_family,0.995,16.0,0.8,0.24,0.0,70.33429006629518,5.450299910731312e-06,70.33428461599527,1.1969012931548894e-06
shape_refinement/old_family,0.995,16.0,0.8,0.24,0.08,56.93015166330204,5.44989898306226e-06,56.930146213403056,1.1940991050904216e-06
shape_refinement/old_family,0.995,16.0,0.8,0.24,0.16,41.21470448486096,5.448900051547088e-06,41.214699035960905,1.1921350649980067e-06
shape_refinement/old_family,0.995,16.0,0.8,0.24,0.24,34.081124026606,5.447826001442552e-06,34.08111857878,1.1955341736330525e-06
shape_refinement/old_family,0.995,16.0,0.8,0.32,0.0,85.14748967238556,5.442733201076315e-06,85.14748422965236,1.2032795143544553e-06
shape_refinement/old_family,0.995,16.0,0.8,0.32,0.08,71.59765940372317,5.44315922166767e-06,71.59765396056395,1.1983192355426877e-06
shape_refinement/old_family,0.995,16.0,0.8,0.32,0.16,50.25169752737376,5.44459151230622e-06,50.25169208278224,1.1930934032878819e-06
shape_refinement/old_family,0.995,16.0,0.8,0.32,0.24,35.0255649954751,5.447252767967e-06,35.02555954822233,1.1915634237073205e-06
shape_refinement/old_family,0.995,16.0,0.8,0.32,0.32,28.055935322466386,5.450979880676809e-06,28.055929871486505,1.1891000141847553e-06
shape_refinement/old_family,0.995,16.0,0.8,0.4,0.0,92.86423442258845,5.433995968251301e-06,92.86422898859249,1.1903660307888732e-06
shape_refinement/old_family,0.995,16.0,0.8,0.4,0.08,81.53413068019167,5.435731857915329e-06,81.5341252444598,1.19873226175041e-06
shape_refinement/old_family,0.995,16.0,0.8,0.4,0.16,59.60581155565467,5.44056709067112e-06,59.605806115087574,1.1812250798979945e-06
shape_refinement/old_family,0.995,16.0,0.8,0.4,0.24,40.19035772706434,5.447472880385263e-06,40.19035227959146,1.1886619887827316e-06
shape_refinement/old_family,0.995,16.0,0.8,0.48,0.0,90.20933572727789,5.424458358131311e-06,90.20933030281952,1.1868671685915152e-06
shape_refinement/old_family,0.995,16.0,0.8,0.48,0.08,81.89463532676697,5.428514720155672e-06,81.89462989825225,1.185799690320642e-06
shape_refinement/old_family,0.995,16.0,0.8,0.48,0.16,63.51147439628433,5.437660230422615e-06,63.5114689586241,1.18723505764333e-06
shape_refinement/old_family,0.995,16.0,0.8,0.56,0.0,77.9588235191502,5.414377289205573e-06,77.95881810477292,1.1868094585006374e-06
shape_refinement/old_family,0.995,16.0,0.8,0.56,0.08,72.50825522697978,5.423573855241092e-06,72.50824980340593,1.1890623085513888e-06
shape_refinement/old_family,0.995,16.0,0.8,0.64,0.0,60.68271644605922,5.415624607171994e-06,60.68271103043461,1.1871106120053359e-06
shape_refinement/old_family,0.995,16.0,0.88,0.0,0.0,45.50299343434248,5.458400963335081e-06,45.502987975941515,1.2049972116385335e-06
shape_refinement/old_family,0.995,16.0,0.88,0.08,0.0,52.287966390485785,5.456745991407587e-06,52.2879609337398,1.2035776297826786e-06
shape_refinement/old_family,0.995,16.0,0.88,0.08,0.08,44.603752111109465,5.455148576251895e-06,44.60374665596089,1.2075414361157064e-06
shape_refinement/old_family,0.995,16.0,0.88,0.16,0.0,72.12948846302237,5.451953364897462e-06,72.129483011069,1.2047775565286388e-06
shape_refinement/old_family,0.995,16.0,0.88,0.16,0.08,51.44222644071469,5.450535890038241e-06,51.442220990178804,1.1980549173551466e-06
shape_refinement/old_family,0.995,16.0,0.88,0.16,0.16,41.64600778444123,5.446493758137892e-06,41.64600233794747,1.1841968545380544e-06
shape_refinement/old_family,0.995,16.0,0.88,0.24,0.0,100.05343108627685,5.44450643870412e-06,100.0534256417704,1.1830193364786606e-06
shape_refinement/old_family,0.995,16.0,0.88,0.24,0.08,71.12594984488207,5.443421211485124e-06,71.12594440146086,1.1897258124858594e-06
shape_refinement/old_family,0.995,16.0,0.88,0.24,0.16,46.38168394987147,5.440463572271728e-06,46.3816785094079,1.192093524491575e-06
shape_refinement/old_family,0.995,16.0,0.88,0.24,0.24,36.324725288886796,5.436593676779994e-06,36.32471985229312,1.1891930135151353e-06
shape_refinement/old_family,0.995,16.0,0.88,0.32,0.0,126.6942038166242,5.435106701805181e-06,126.6941983815175,1.1884216799602265e-06
shape_refinement/old_family,0.995,16.0,0.88,0.32,0.08,96.22743238121367,5.434595434074223e-06,96.22742694661824,1.1875734215562763e-06
shape_refinement/old_family,0.995,16.0,0.88,0.32,0.16,60.81785825523522,5.433575919454321e-06,60.8178528216593,1.193472257712714e-06
shape_refinement/old_family,0.995,16.0,0.88,0.32,0.24,38.445466986547274,5.433562528654246e-06,38.445461552984746,1.1823637534765499e-06
shape_refinement/old_family,0.995,16.0,0.88,0.4,0.0,143.1882935032716,5.4245418059870825e-06,143.1882880787298,1.1817249886406998e-06
shape_refinement/old_family,0.995,16.0,0.88,0.4,0.08,116.86765360921906,5.425145890570864e-06,116.86764818407318,1.1919211726290637e-06
shape_refinement/old_family,0.995,16.0,0.88,0.4,0.16,77.35713119989182,5.4277401923342365e-06,77.35712577215163,1.187383203444447e-06
shape_refinement/old_family,0.995,16.0,0.88,0.48,0.0,144.48778988727628,5.413544213662603e-06,144.48778447373206,1.1936842897244253e-06
shape_refinement/old_family,0.995,16.0,0.88,0.48,0.08,124.71256443524003,5.4172016869930334e-06,124.71255901803833,1.1910232010797726e-06
shape_refinement/old_family,0.995,16.0,0.88,0.56,0.0,130.29673745497297,5.408737884911199e-06,130.2967320462351,1.1878408365449924e-06
shape_refinement/old_family,0.995,16.0,0.96,0.0,0.0,47.77485057296907,5.456697873367569e-06,47.7748451162712,1.1757513725611198e-06
shape_refinement/old_family,0.995,16.0,0.96,0.08,0.0,57.6801100155356,5.4548546384069435e-06,57.68010456068096,1.2020626277442042e-06
shape_refinement/old_family,0.995,16.0,0.96,0.08,0.08,46.73774144399871,5.4530428500109915e-06,46.737735990955855,1.1833026981702928e-06
shape_refinement/old_family,0.995,16.0,0.96,0.16,0.0,86.2034492296066,5.449503846041455e-06,86.20344378010276,1.1761858968560083e-06
shape_refinement/old_family,0.995,16.0,0.96,0.16,0.08,55.74489465369854,5.447785136614157e-06,55.7448892059134,1.1946063074369653e-06
shape_refinement/old_family,0.995,16.0,0.96,0.16,0.16,43.39060213289237,5.442805442512636e-06,43.39059669008692,1.1862512397929292e-06
shape_refinement/old_family,0.995,16.0,0.96,0.24,0.0,129.61350807762756,5.441152204051646e-06,129.61350263647535,1.2012794131782356e-06
shape_refinement/old_family,0.995,16.0,0.96,0.24,0.08,81.06113454029511,5.439586826836546e-06,81.06112910070829,1.1931504776940305e-06
